AIRPORT,DISPLAY_AIRPORT_NAME,AIRPORT_STATE_CODE,AIRPORT_STATE_FIPS,CITY_MARKET_ID,DISPLAY_CITY_MARKET_NAME_FULL,CITY_MARKET_WAC,LATITUDE,LONGITUDE,AIRPORT_START_DATE
XXU,Ashland Municipal-Sumner Parker Field,OR,41,35978,"Ashland, OR",92,42.19027778,-122.6605556,7/1/11
OR4,Bend Municipal,OR,41,36546,"Bend, OR",92,44.09444444,-121.2002778,7/1/12
ABE,Lehigh Valley International,PA,42,30135,"Allentown/Bethlehem/Easton, PA",23,40.65222222,-75.44055556,12/1/17
AGC,Allegheny County,PA,42,30198,"Pittsburgh, PA",23,40.35444444,-79.92916667,12/1/17
AOO,Altoona-Blair County,PA,42,30322,"Altoona, PA",23,40.29638889,-78.32,7/1/11
AVP,Wilkes Barre Scranton International,PA,42,30434,"Scranton/Wilkes-Barre, PA",23,41.33833333,-75.72333333,12/1/17
BBX,Wings Field,PA,42,30504,"Blue Bell, PA",23,40.1375,-75.26527778,7/1/11
BFD,Bradford Regional,PA,42,30557,"Bradford, PA",23,41.80305556,-78.64,7/1/11
BFP,Beaver County,PA,42,30565,"Beaver Falls, PA",23,40.7725,-80.39138889,7/1/11
BTP,Pittsburgh Butler Regional,PA,42,30780,"Butler, PA",23,40.77666667,-79.95111111,12/1/17
CTH,Chester County G. O. Carlson,PA,42,31165,"Coatesville, PA",23,39.97888889,-75.86555556,7/1/11
CVA,Civic Arena H/P,PA,42,30198,"Pittsburgh, PA",23,40.48333333,-80.21666667,8/1/99
DUJ,DuBois Regional,PA,42,31441,"DuBois, PA",23,41.17833333,-78.89861111,7/1/11
ERI,Erie International/Tom Ridge Field,PA,42,31577,"Erie, PA",23,42.08305556,-80.17388889,12/1/17
ESP,Stroudsburg Pocono,PA,42,31593,"Stroudsburg, PA",23,41.03583333,-75.16055556,7/1/11
FKL,Venango Regional,PA,42,31684,"Franklin/Oil City, PA",23,41.3775,-79.86055556,12/1/17
HAR,Capital City,PA,42,32070,"Harrisburg, PA",23,40.21722222,-76.85138889,12/1/17
HZL,Hazleton Regional,PA,42,32259,"Hazleton, PA",23,40.98666667,-75.995,12/1/17
IDI,Indiana County,PA,42,32281,"Indiana, PA",23,40.63111111,-79.10166667,12/1/17
IPT,Williamsport Regional,PA,42,32365,"Williamsport, PA",23,41.24166667,-76.92194444,8/1/17
JST,John Murtha Johnstown-Cambria County,PA,42,32559,"Johnstown, PA",23,40.31555556,-78.83472222,12/1/17
LBE,Arnold Palmer Regional,PA,42,32898,"Latrobe, PA",23,40.27305556,-79.41027778,12/1/17
LHV,William T. Piper Memorial,PA,42,32974,"Lock Haven, PA",23,41.13583333,-77.42222222,12/1/17
LNS,Lancaster Airport,PA,42,33032,"Lancaster, PA",23,40.12222222,-76.29444444,7/1/11
MDT,Harrisburg International,PA,42,32070,"Harrisburg, PA",23,40.19305556,-76.7625,7/1/11
MEJ,Port Meadville,PA,42,33242,"Meadville, PA",23,41.62666667,-80.21472222,7/1/82
MPO,Pocono Mountains Municipal,PA,42,33446,"Mt. Pocono, PA",23,41.13777778,-75.38,7/1/11
N47,Pottstown Municipal,PA,42,33596,"Pottstown, PA",23,40.26055556,-75.67083333,12/1/17
NXX,Willow Grove NAS JRB,PA,42,33780,"Willow Grove, PA",23,40.19972222,-75.14805556,7/1/11
PA1,Husky Haven,PA,42,34000,"Montrose, PA",23,41.78888889,-75.89,7/1/11
PA2,Bedford County,PA,42,34001,"Bedford, PA",23,40.08611111,-78.51361111,7/1/11
PHL,Philadelphia International,PA,42,34100,"Philadelphia, PA",23,39.87194444,-75.24055556,12/1/17
PIT,Pittsburgh International,PA,42,30198,"Pittsburgh, PA",23,40.49138889,-80.23277778,7/1/11
PNE,Northeast Philadelphia,PA,42,34100,"Philadelphia, PA",23,40.08194444,-75.01055556,7/1/11
PSB,Mid State,PA,42,34711,"Philipsburg/State College, PA",23,40.88444444,-78.08722222,1/1/50
PTW,Heritage Field,PA,42,33596,"Pottstown, PA",23,40.23944444,-75.55666667,10/1/09
RDG,Reading Regional/Carl A Spaatz Field,PA,42,34488,"Reading, PA",23,40.37861111,-75.96527778,7/1/11
RED,Mifflin County,PA,42,34497,"Reedsville, PA",23,40.6775,-77.62694444,3/1/78
RQH,Pennridge,PA,42,34600,"Perkasie, PA",23,40.38916667,-75.29055556,6/1/94
SCE,University Park,PA,42,34711,"Philipsburg/State College, PA",23,40.85,-77.8475,12/1/17
SEG,Penn Valley,PA,42,34751,"Selinsgrove, PA",23,40.82111111,-76.86416667,7/1/11
STQ,St. Marys Municipal,PA,42,35021,"St. Marys, PA",23,41.4125,-78.5025,3/1/92
THV,York Airport,PA,42,35203,"York, PA",23,39.91694444,-76.87305556,7/1/11
WKV,Penns Landing Seaplane Base,PA,42,34100,"Philadelphia, PA",23,39.96527778,-75.1375,1/1/50
WSG,Washington County,PA,42,35847,"Washington, PA",23,40.13638889,-80.29027778,7/1/11
PA3,Cherry Ridge,PA,42,36496,"Honesdale, PA",23,41.51555556,-75.25166667,12/1/17
PA4,Carlisle Airport,PA,42,36509,"Carlisle, PA",23,40.18777778,-77.17416667,10/1/11
PA5,Brandywine,PA,42,36515,"West Chester, PA",23,39.99,-75.58194444,7/1/11
PA6,"Pittsburgh1, PA: Pittsburgh Northeast",PA,42,30198,"Pittsburgh, PA",23,40.60361111,-79.82611111,12/1/17
PA7,New Garden,PA,42,36655,"Toughkenamon, PA",23,39.83055556,-75.76972222,4/1/15
GTY,Gettysburg Regional,PA,42,36664,"Gettysburg, PA",23,39.84138889,-77.27472222,12/1/17
PA8,Perkiomen Valley,PA,42,36666,"Collegeville, PA",23,40.20416667,-75.43027778,4/1/15
PA9,Rock,PA,42,36671,"Tarentum, PA",23,40.64222222,-79.85611111,7/1/15
DYL,Doylestown Airport,PA,42,36724,"Doylestown, PA",23,40.33305556,-75.12222222,10/1/16
P1A,Nemacolin,PA,42,36751,"Farmington, PA",23,39.80555556,-79.54888889,6/1/17
BID,Block Island State,RI,44,30613,"Block Island, RI",15,41.16805556,-71.57777778,7/1/11
NCO,Quonset State Air Reserve National Guard Helipad,RI,44,36353,"North Kingstown, RI",15,41.59944444,-71.41666667,1/1/50
NPT,Newport State,RI,44,33731,"Newport, RI",15,41.5325,-71.28166667,7/1/16
PVD,Theodore Francis Green State,RI,44,30721,"Boston, MA (Metropolitan Area)",13,41.72222222,-71.42777778,12/1/17
SFZ,North Central State,RI,44,34778,"Smithfield, RI",15,41.92083333,-71.49138889,7/1/11
WST,Westerly State,RI,44,35855,"Westerly, RI",15,41.34972222,-71.80333333,7/1/11
ZXU,Quonset State,RI,44,36353,"North Kingstown, RI",15,41.59722222,-71.41222222,1/1/50
AIK,Aiken Municipal,SC,45,30224,"Aiken, SC",37,33.64944444,-81.685,7/1/11
AND,Anderson Regional,SC,45,30300,"Anderson, SC",37,34.49444444,-82.70944444,7/1/11
BFT,Beaufort County,SC,45,30569,"Beaufort, SC",37,32.41222222,-80.63444444,7/1/11
BNL,Barnwell Regional,SC,45,30701,"Barnwell, SC",37,33.25777778,-81.38833333,12/1/17
RKH,Rock Hill/York County/Bryant Field,SC,45,30836,"Rock Hill, SC",37,34.98777778,-81.05722222,6/1/78
CAE,Columbia Metropolitan,SC,45,30868,"Columbia, SC",37,33.93888889,-81.11944444,7/1/11
CDN,Woodward Field,SC,45,30924,"Camden, SC",37,34.28361111,-80.56472222,7/1/11
CEU,Oconee County Regional,SC,45,30945,"Clemson, SC",37,34.67222222,-82.88583333,12/1/17
CHS,Charleston AFB/International,SC,45,30994,"Charleston, SC",37,32.89861111,-80.04055556,7/1/11
HCW,Cheraw Municipal/Lynch Bellinger Field,SC,45,31130,"Cheraw, SC",37,34.71277778,-79.95694444,7/1/11
CRE,Grand Strand,SC,45,31135,"Myrtle Beach, SC",37,33.81166667,-78.72388889,7/1/11
CUB,Jim Hamilton L. B. Owens,SC,45,30868,"Columbia, SC",37,33.97055556,-80.99527778,7/1/11
DLL,Dillon County,SC,45,31339,"Dillon, SC",37,34.44916667,-79.36861111,3/1/96
FLO,Florence Regional,SC,45,31699,"Florence, SC",37,34.18527778,-79.72388889,7/1/11
GDC,Donaldson Field,SC,45,31871,"Greenville/Spartanburg, SC",37,34.75833333,-82.37638889,12/1/17
GGE,Georgetown County,SC,45,31904,"Georgetown, SC",37,33.31138889,-79.32027778,7/1/11
GMU,Greenville Downtown,SC,45,31871,"Greenville/Spartanburg, SC",37,34.84805556,-82.35,7/1/11
GRD,Greenwood County,SC,45,31978,"Greenwood, SC",37,34.24861111,-82.15916667,7/1/11
GSP,Greenville-Spartanburg International,SC,45,31871,"Greenville/Spartanburg, SC",37,34.89555556,-82.21888889,7/1/11
HHH,Hilton Head Airport,SC,45,32124,"Hilton Head, SC",37,32.22444444,-80.6975,7/1/11
HVS,Hartsville Regional,SC,45,32246,"Hartsville, SC",37,34.40305556,-80.11916667,7/1/11
LQK,Pickens County,SC,45,33058,"Pickens, SC",37,34.81,-82.70277778,6/1/78
MMT,McEntire Jngb,SC,45,30868,"Columbia, SC",37,33.92083333,-80.80111111,12/1/17
MYR,Myrtle Beach International,SC,45,31135,"Myrtle Beach, SC",37,33.67972222,-78.92833333,7/1/11
OGB,Orangeburg Municipal,SC,45,33828,"Orangeburg, SC",37,33.45694444,-80.85944444,7/1/11
SC1,Beaufort MCAS,SC,45,30569,"Beaufort, SC",37,32.48055556,-80.71916667,12/1/17
SC2,Fairfield County,SC,45,34707,"Winnsboro, SC",37,34.31583333,-81.10861111,12/1/17
SC3,Conway-Horry County,SC,45,34708,"Conway, SC",37,33.82861111,-79.12222222,1/1/06
SPA,Spartanburg Downtown Memorial,SC,45,31871,"Greenville/Spartanburg, SC",37,34.91583333,-81.95638889,7/1/11
SSC,Shaw AFB,SC,45,34993,"Sumter, SC",37,33.97277778,-80.47055556,7/1/11
SUM,Sumter Airport,SC,45,34993,"Sumter, SC",37,33.995,-80.36138889,7/1/11
UDG,Darlington County,SC,45,35435,"Darlington, SC",37,34.44944444,-79.89,12/1/17
VWJ,McNeil,SC,45,35655,"Cameron, SC",37,33.55944444,-80.64833333,12/1/17
RBW,Lowcountry Regional,SC,45,36528,"Walterboro, SC",37,32.92111111,-80.64055556,10/1/11
SC4,Berkeley County,SC,45,36563,"Moncks Corner, SC",37,33.18555556,-80.03611111,1/1/13
SC5,Summerville Airport,SC,45,36569,"Summerville, SC",37,33.06222222,-80.28083333,3/1/18
ABR,Aberdeen Regional,SD,46,30141,"Aberdeen, SD",67,45.44666667,-98.4225,12/1/17
ATY,Watertown Regional,SD,46,30409,"Watertown, SD",67,44.91388889,-97.15472222,7/1/11
BKX,Brookings Regional,SD,46,30655,"Brookings, SD",67,44.30444444,-96.81888889,12/1/17
FSD,Joe Foss Field,SD,46,31775,"Sioux Falls, SD",67,43.58194444,-96.74194444,7/1/11
HON,Huron Regional,SD,46,32185,"Huron, SD",67,44.38527778,-98.22861111,7/1/11
JZG,Chamberlain Municipal,SD,46,32585,"Chamberlain, SD",67,43.76611111,-99.32111111,7/1/11
MHE,Mitchell Municipal,SD,46,33287,"Mitchell, SD",67,43.77472222,-98.03861111,7/1/11
PIR,Pierre Regional,SD,46,34120,"Pierre, SD",67,44.38277778,-100.2858333,7/1/11
RAP,Rapid City Regional,SD,46,34457,"Rapid City, SD",67,44.04527778,-103.0572222,7/1/11
RCA,Ellsworth AFB,SD,46,34457,"Rapid City, SD",67,44.145,-103.1036111,7/1/11
SD1,Onida Municipal,SD,46,34726,"Onida, SD",67,44.70055556,-100.1013889,12/1/17
SPF,Black Hills Clyde Ice Field,SD,46,34949,"Spearfish, SD",67,44.48111111,-103.7861111,12/1/17
UXE,Faulkton Municipal,SD,46,35519,"Faulkton, SD",67,45.03055556,-99.11277778,12/1/17
VWF,Custer County,SD,46,35651,"Custer, SD",67,43.73361111,-103.6194444,12/1/17
WQQ,Custer State Park,SD,46,35829,"Fairburn, SD",67,43.725,-103.35,12/1/17
XMD,Madison Municipal,SD,46,35915,"Madison, SD",67,44.01638889,-97.08555556,7/1/11
YKN,Chan Gurney Municipal,SD,46,36102,"Yankton, SD",67,42.91666667,-97.38583333,7/1/11
SD2,Gregory Municipal Flynn Field,SD,46,36451,"Gregory, SD",67,43.22166667,-99.40333333,10/1/10
APT,Marion County Brown Field,TN,47,30336,"Jasper, TN",54,35.06055556,-85.58527778,1/1/50
BNA,Nashville International,TN,47,30693,"Nashville, TN",54,36.12444444,-86.67805556,7/1/11
CHA,Lovell Field,TN,47,30980,"Chattanooga, TN",54,35.03527778,-85.20361111,7/1/11
CKV,Outlaw Field,TN,47,31035,"Clarksville, TN",54,36.62194444,-87.415,7/1/11
CSV,Crossville Memorial-Whitson Field,TN,47,31159,"Crossville, TN",54,35.95138889,-85.085,7/1/11
DQG,Springfield Robertson County,TN,47,31387,"Springfield, TN",54,36.53666667,-86.92111111,12/1/17
GCY,Municipal,TN,47,31870,"Greeneville, TN",54,36.19138889,-82.81666667,12/1/75
TN8,John C Tune,TN,47,30693,"Nashville, TN",54,36.18305556,-86.88638889,12/1/17
JZI,Portland Municipal,TN,47,32587,"Portland, TN",54,36.59277778,-86.47694444,7/1/11
LWF,Lawrenceburg-Lawrence County,TN,47,33123,"Lawrenceburg, TN",54,35.23444444,-87.25805556,12/1/17
MEM,Memphis International,TN,47,33244,"Memphis, TN",54,35.0425,-89.97666667,7/1/11
MKL,McKellar-Sipes Regional,TN,47,33348,"Jackson, TN",54,35.6,-88.91555556,7/1/11
MMI,McMinn County,TN,47,33389,"Athens, TN",54,35.39916667,-84.56166667,7/1/11
MOR,Moore-Murrell,TN,47,33431,"Morristown, TN",54,36.17944444,-83.37555556,7/1/11
MQY,Smyrna Airport,TN,47,33461,"Smyrna, TN",54,36.00888889,-86.52,3/1/83
MRC,Maury County,TN,47,33464,"Columbia, TN",54,35.55444444,-87.17916667,7/1/11
NQA,Millington Regional Jetport,TN,47,33244,"Memphis, TN",54,35.35666667,-89.87055556,12/1/17
PHT,Henry County,TN,47,34105,"Paris, TN",54,36.33583333,-88.38444444,7/1/11
RKW,Rockwood Municipal,TN,47,34546,"Rockwood, TN",54,35.92222222,-84.68972222,4/1/08
RNC,Warren County Memorial,TN,47,34564,"McMinnville, TN",54,35.69861111,-85.84388889,1/1/03
RQG,Covington Municipal,TN,47,34599,"Covington, TN",54,35.58333333,-89.58722222,12/1/93
SYI,Bomar Field-Shelbyville Municipal,TN,47,35093,"Shelbyville/Tullahoma, TN",54,35.55944444,-86.4425,7/1/11
THA,Tullahoma Regional Airport/William Northern Field,TN,47,35195,"Tullahoma, TN",54,35.38,-86.24638889,12/1/17
TN1,Lebanon Municipal,TN,47,35270,"Lebanon, TN",54,36.19027778,-86.31555556,7/1/11
TN2,Upper Cumberland Regional,TN,47,35271,"Sparta, TN",54,36.05694444,-85.53,12/1/17
TN3,Ellington,TN,47,35272,"Lewisburg, TN",54,35.50694444,-86.80388889,7/1/11
TN4,Abernathy Field,TN,47,35273,"Pulaski, TN",54,35.15416667,-87.05694444,7/1/11
TN6,Dyersburg Regional,TN,47,35275,"Dyersburg, TN",54,35.99805556,-89.40666667,7/1/11
TN7,Winchester Municipal,TN,47,35276,"Winchester, TN",54,35.1775,-86.06611111,7/1/11
TRI,Tri Cities,TN,47,35323,"Bristol/Johnson City/Kingsport, TN",54,36.47527778,-82.4075,12/1/17
TUH,Arnold AFB,TN,47,35195,"Tullahoma, TN",54,35.3925,-86.08583333,1/1/50
TYS,McGhee Tyson,TN,47,35412,"Knoxville, TN",54,35.80944444,-83.99527778,12/1/17
UCY,Everett-Stewart Regional,TN,47,35433,"Union City, TN",54,36.37972222,-88.98583333,12/1/17
VWC,Sumner County Regional,TN,47,35648,"Gallatin, TN",54,36.375,-86.40833333,12/1/17
UOS,Franklin County,TN,47,36419,"Sewanee, TN",54,35.20527778,-85.89805556,3/1/10
TN9,Gatlinburg-Pigeon Forge,TN,47,36501,"Sevierville, TN",54,35.85777778,-83.52861111,7/1/11
TN5,Lafayette Municipal,TN,47,36676,"Lafayette, TN",54,36.52,-86.05805556,10/1/15
T1N,Robert Sibley,TN,47,36719,"Selmer, TN",54,35.20305556,-88.49833333,6/1/16
8F3,Crosbyton Municipal,TX,48,30013,"Crosbyton, TX",74,33.62388889,-101.2408333,1/1/09
ABI,Abilene Regional,TX,48,30136,"Abilene, TX",74,32.41138889,-99.68194444,7/1/11
ACT,Waco Regional,TX,48,30155,"Waco, TX",74,31.61222222,-97.23027778,7/1/11
ADS,Addison,TX,48,30194,"Dallas/Fort Worth, TX",74,32.96861111,-96.83638889,7/1/11
AFW,Fort Worth Alliance,TX,48,30194,"Dallas/Fort Worth, TX",74,32.99027778,-97.31944444,3/1/18
ALE,Alpine Casparis Municipal,TX,48,30259,"Alpine, TX",74,30.38416667,-103.6836111,7/1/11
ALI,Alice International,TX,48,30263,"Alice, TX",74,27.74083333,-98.02694444,7/1/11
AMA,Rick Husband Amarillo International,TX,48,30279,"Amarillo, TX",74,35.21944444,-101.7058333,7/1/11
ASL,Harrison County,TX,48,30378,"Marshall, TX",74,32.52055556,-94.30777778,7/1/11
AUS,Austin - Bergstrom International,TX,48,30423,"Austin, TX",74,30.19444444,-97.67,6/1/99
AWX,Andrews County,TX,48,30442,"Andrews, TX",74,32.33083333,-102.5297222,12/1/17
BBC,Bay City Regional,TX,48,30494,"Bay City, TX",74,28.97333333,-95.86333333,12/1/17
BGD,Hutchinson County,TX,48,30572,"Borger, TX",74,35.70083333,-101.3936111,7/1/11
BGS,Big Spring McMahon-Wrinkle,TX,48,30582,"Big Spring, TX",74,32.2125,-101.5216667,7/1/11
BIF,Biggs AAF,TX,48,30615,"El Paso, TX",74,31.84944444,-106.38,7/1/11
BPT,Jack Brooks Regional,TX,48,30728,"Beaumont/Port Arthur, TX",74,29.95083333,-94.02055556,7/1/11
BRO,Brownsville South Padre Island International,TX,48,30747,"Brownsville, TX",74,25.91083333,-97.42888889,12/1/17
BWD,Brownwood Regional,TX,48,30817,"Brownwood, TX",74,31.79361111,-98.95638889,7/1/11
BZT,Eagle Air Park,TX,48,30853,"Brazoria, TX",74,28.98222222,-95.57972222,1/1/90
CLL,Easterwood Field,TX,48,31049,"College Station/Bryan, TX",74,30.58861111,-96.36388889,7/1/11
CNW,TSTC Waco,TX,48,30155,"Waco, TX",74,31.63777778,-97.07416667,7/1/11
COM,Coleman Municipal,TX,48,31105,"Coleman, TX",74,31.84111111,-99.40361111,12/1/89
COT,Cotulla-La Salle County,TX,48,31110,"Cotulla, TX",74,28.45583333,-99.21722222,12/1/17
CRP,Corpus Christi International,TX,48,31140,"Corpus Christi, TX",74,27.77222222,-97.5025,12/1/17
CRS,C David Campbell Field-Corsicana Municipal,TX,48,31143,"Corsicana, TX",74,32.02805556,-96.40055556,7/1/11
CXO,Conroe North Houston Regional,TX,48,31219,"Conroe, TX",74,30.35333333,-95.415,12/1/17
DAL,Dallas Love Field,TX,48,30194,"Dallas/Fort Worth, TX",74,32.84722222,-96.85166667,7/1/11
DFW,Dallas/Fort Worth International,TX,48,30194,"Dallas/Fort Worth, TX",74,32.89722222,-97.03777778,12/1/17
DHT,Dalhart Municipal,TX,48,31309,"Dalhart, TX",74,36.0225,-102.5475,7/1/11
DLF,Laughlin AFB,TX,48,31335,"Del Rio, TX",74,29.35944444,-100.7780556,7/1/11
DNE,Dallas North,TX,48,30194,"Dallas/Fort Worth, TX",74,33.07888889,-96.73833333,3/1/90
DRT,Del Rio International,TX,48,31335,"Del Rio, TX",74,29.37416667,-100.9272222,1/1/50
DTO,Denton Enterprise,TX,48,31430,"Denton, TX",74,33.20222222,-97.19805556,12/1/17
DWH,David Wayne Hooks Memorial,TX,48,31453,"Houston, TX",74,30.06166667,-95.55277778,12/1/17
DYS,Dyess AFB,TX,48,30136,"Abilene, TX",74,32.42055556,-99.85472222,12/1/17
ECU,Edwards County,TX,48,31483,"Rocksprings, TX",74,29.94694444,-100.1738889,1/1/10
EFD,Ellington,TX,48,31453,"Houston, TX",74,29.60722222,-95.15861111,12/1/17
EGP,Eagle Pass Municipal,TX,48,31506,"Eagle Pass, TX",74,28.70222222,-100.4805556,1/1/03
ELA,Eagle Lake Airport,TX,48,31528,"Eagle Lake, TX",74,29.60055556,-96.32194444,7/1/11
ELP,El Paso International,TX,48,30615,"El Paso, TX",74,31.80722222,-106.3763889,12/1/17
ERV,Kerrville Municipal/Louis Schreiner Field,TX,48,31582,"Kerrville, TX",74,29.97666667,-99.08555556,12/1/97
ETN,Eastland Municipal,TX,48,31597,"Eastland, TX",74,32.415,-98.80972222,7/1/11
FAL,Falcon State Park,TX,48,31633,"Roma, TX",74,26.58333333,-99.13333333,12/1/93
FST,Fort Stockton Pecos County,TX,48,31780,"Ft. Stockton, TX",74,30.91527778,-102.9127778,7/1/11
FTW,Fort Worth Meacham International,TX,48,30194,"Dallas/Fort Worth, TX",74,32.81972222,-97.3625,6/1/15
FVD,Sonora Municipal,TX,48,31800,"Sonora, TX",74,30.58555556,-100.6486111,7/1/11
FWH,Fort Worth NAS JRB/Carswell Field,TX,48,30194,"Dallas/Fort Worth, TX",74,32.76916667,-97.44166667,7/1/11
FWS,Fort Worth Spinks,TX,48,30194,"Dallas/Fort Worth, TX",74,32.56527778,-97.30833333,12/1/17
GGG,East Texas Regional,TX,48,31905,"Longview, TX",74,32.38388889,-94.71138889,7/1/11
GLS,Scholes International at Galveston,TX,48,31939,"Galveston, TX",74,29.26527778,-94.86055556,7/1/11
GPM,Grand Prairie Municipal,TX,48,31971,"Grand Prairie, TX",74,32.69888889,-97.04694444,7/1/11
GRK,Robert Gray AAF,TX,48,31982,"Killeen, TX",74,31.06722222,-97.82888889,7/1/11
GTU,Georgetown Municipal,TX,48,32008,"Georgetown, TX",74,30.67888889,-97.67944444,1/1/10
GVT,Majors,TX,48,32031,"Greenville, TX",74,33.06777778,-96.06527778,1/1/50
HBV,Jim Hogg County,TX,48,32083,"Hebbronville, TX",74,27.34944444,-98.73694444,1/1/10
HCA,Howard County,TX,48,30582,"Big Spring, TX",74,32.30361111,-101.4338889,6/1/80
HOU,William P Hobby,TX,48,31453,"Houston, TX",74,29.64555556,-95.27888889,7/1/11
HRL,Valley International,TX,48,32206,"Harlingen/San Benito, TX",74,26.22722222,-97.65527778,12/1/17
IAH,George Bush Intercontinental/Houston,TX,48,31453,"Houston, TX",74,29.98444444,-95.34138889,7/1/11
ILE,Skylark Field,TX,48,31982,"Killeen, TX",74,31.08583333,-97.68638889,4/1/10
IWS,West Houston,TX,48,31453,"Houston, TX",74,29.81805556,-95.6725,7/1/11
JDB,Downtown Heliport,TX,48,30194,"Dallas/Fort Worth, TX",74,32.76666667,-97.31666667,3/1/90
JDX,Houston Central Business District Heliport,TX,48,31453,"Houston, TX",74,29.76666667,-95.33333333,9/1/85
JGQ,Transco Tower Galleria Heliport,TX,48,31453,"Houston, TX",74,29.73666667,-95.45916667,12/1/82
JKV,Cherokee County,TX,48,32508,"Jacksonville, TX",74,31.86944444,-95.2175,7/1/11
JMA,Astrodome,TX,48,31453,"Houston, TX",74,29.68333333,-95.4,9/1/83
JPT,Park Ten Helipad,TX,48,31453,"Houston, TX",74,29.50861111,-95.05027778,6/1/84
JWH,Westchase Heliport,TX,48,31453,"Houston, TX",74,29.73638889,-95.5475,7/1/11
JZT,Arlington Municipal,TX,48,32598,"Arlington, TX",74,32.66388889,-97.09416667,7/1/11
LBB,Lubbock Preston Smith International,TX,48,32896,"Lubbock, TX",74,33.66361111,-101.8205556,12/1/17
LFK,Angelina County,TX,48,32948,"Lufkin, TX",74,31.23416667,-94.75,12/1/17
LJN,Brazoria County,TX,48,32999,"Lake Jackson, TX",74,29.03833333,-95.45694444,1/1/50
LRD,Laredo International,TX,48,33038,"Laredo, TX",74,27.54416667,-99.46166667,12/1/17
MAF,Midland International Air and Space Port,TX,48,33158,"Midland/Odessa, TX",74,31.9425,-102.2019444,12/1/17
MDA,Martindale AHP,TX,48,33214,"San Antonio, TX",74,29.43138889,-98.37777778,3/1/03
MDD,Midland Airpark,TX,48,33158,"Midland/Odessa, TX",74,32.03666667,-102.1016667,12/1/17
MFE,McAllen Miller International,TX,48,33256,"Mission/McAllen/Edinburg, TX",74,26.17583333,-98.23861111,7/1/11
MWL,Mineral Wells Airport,TX,48,33547,"Mineral Wells, TX",74,32.78166667,-98.06027778,7/1/11
NGP,Corpus Christi NAS,TX,48,31140,"Corpus Christi, TX",74,27.69277778,-97.29027778,7/1/11
NQI,Kingsville NAS,TX,48,33733,"Kingsville, TX",74,27.50444444,-97.80833333,7/1/11
OCH,Nacogdoches A L Mangham Jr Regional,TX,48,33810,"Nacogdoches, TX",74,31.57777778,-94.71,12/1/17
OZA,Ozona Municipal,TX,48,33995,"Ozona, TX",74,30.73527778,-101.2022222,12/1/17
PEQ,Pecos Municipal,TX,48,34070,"Pecos City, TX",74,31.3825,-103.5108333,7/1/11
PNX,Sherman-Denison Airport,TX,48,34194,"Sherman-Denison, TX",74,33.7,-96.66666667,3/1/86
PRX,Cox Field,TX,48,34247,"Paris, TX",74,33.63666667,-95.45083333,7/1/11
PSN,Palestine Municipal,TX,48,34260,"Palestine, TX",74,31.77972222,-95.70638889,7/1/11
PSX,Palacios Municipal,TX,48,34265,"Palacios, TX",74,28.7275,-96.25083333,7/1/11
PVW,Hale County,TX,48,34315,"Plainview, TX",74,34.16805556,-101.7172222,7/1/11
QQY,San Marcos Regional,TX,48,34435,"San Marcos, TX",74,29.89277778,-97.86305556,12/1/17
RBD,Dallas Executive,TX,48,30194,"Dallas/Fort Worth, TX",74,32.68083333,-96.86833333,7/1/11
REE,Reese AFB,TX,48,32896,"Lubbock, TX",74,33.59638889,-102.0419444,3/1/87
RKP,Aransas County,TX,48,34541,"Rockport, TX",74,28.08611111,-97.04361111,7/1/11
RND,Randolph AFB,TX,48,33214,"San Antonio, TX",74,29.52888889,-98.27805556,7/1/11
RQT,Lubbock Executive Airpark,TX,48,32896,"Lubbock, TX",74,33.48555556,-101.8127778,12/1/17
RQY,Comanche County-City,TX,48,34617,"Comanche, TX",74,31.92027778,-98.59916667,7/1/11
SAT,San Antonio International,TX,48,33214,"San Antonio, TX",74,29.53388889,-98.46916667,12/1/17
SGR,Sugar Land Regional,TX,48,34792,"Sugar Land, TX",74,29.62222222,-95.65666667,9/1/83
SJT,San Angelo Regional/Mathis Field,TX,48,34842,"San Angelo, TX",74,31.35777778,-100.4963889,7/1/11
SKF,Kelly Field,TX,48,33214,"San Antonio, TX",74,29.38416667,-98.58111111,12/1/17
SLR,Sulphur Springs Municipal,TX,48,34881,"Sulphur Springs, TX",74,33.15972222,-95.62111111,7/1/11
SNK,Winston Field,TX,48,34915,"Snyder, TX",74,32.69333333,-100.9505556,1/1/10
SPS,Sheppard AFB/Wichita Falls Municipal,TX,48,34960,"Wichita Falls, TX",74,33.98888889,-98.49194444,7/1/11
SWW,Avenger Field,TX,48,35078,"Sweetwater, TX",74,32.46722222,-100.4666667,12/1/17
TDW,Tradewind,TX,48,30279,"Amarillo, TX",74,35.17,-101.8258333,7/1/11
TPL,Draughon-Miller Central Texas Regional,TX,48,35310,"Temple, TX",74,31.15194444,-97.41611111,7/1/11
TX1,Mesquite Metro,TX,48,35393,"Mesquite, TX",74,32.74694444,-96.53055556,7/1/03
TX2,Denver City Airport,TX,48,35394,"Denver City, TX",74,32.97472222,-102.845,12/1/17
TX3,Port Isabel - Cameron County,TX,48,35395,"Port Isabel, TX",74,26.16611111,-97.34583333,1/1/05
TX4,Bruce Field,TX,48,35396,"Ballinger, TX",74,31.67444444,-99.97694444,10/1/05
